39000,41.844196,43.9167,46.523563,56.23697,55.262726,55.02156
40000,42.45112,47.460735,47.30854,60.162888,59.929684,59.08981
41000,37.29389,44.89604,44.415188,58.20659,54.48309,53.839664
42000,43.05188,49.43659,49.252644,60.71962,58.12776,59.97712
43000,42.236805,51.319183,50.740574,70.58899,66.27179,65.76369
44000,46.5572,54.30305,52.83473,73.062645,67.92832,67.95081
45000,54.125496,61.87697,59.442356,85.7448,90.65899,85.7984
46000,35.053604,39.96203,40.787834,51.823376,48.660652,50.01027
47000,40.643215,50.674244,48.594658,65.58373,61.83573,59.556126
48000,44.342888,53.95093,53.002853,70.76481,67.09777,66.54703
49000,38.645977,49.084713,48.235497,65.67197,59.098164,58.259007
50000,42.121777,52.641773,49.8645,66.53587,62.442432,60.570038
1000,38.777122,41.5979,42.82927,50.59906,49.237682,49.447807
2000,39.63833,47.976906,49.446667,60.808285,56.27506,56.409187
3000,37.785812,48.760082,46.549763,59.864506,54.108566,51.67423
4000,40.62516,52.23571,48.883408,61.511726,57.78006,55.378605
5000,40.89281,50.133408,47.530922,62.460793,58.76351,57.41472
6000,46.699898,57.12434,57.155827,75.65805,68.21476,67.81839
7000,44.56076,53.7153,51.686424,71.55645,68.52966,65.86329
8000,35.838955,43.57014,41.859867,55.80684,52.797565,51.02174
9000,36.44366,45.84306,44.283165,59.66536,55.113525,53.722843
10000,44.01017,55.29483,53.63177,73.12195,68.181274,66.360954
11000,39.114853,51.707535,48.265354,69.0294,61.068775,59.17247
12000,42.53698,54.427338,51.347366,69.86117,63.711617,61.993145
13000,30.669216,42.68165,42.347702,55.2399,47.690777,47.764698
14000,41.35691,53.333385,49.605564,67.4678,64.31274,60.932514
15000,42.320385,51.035995,51.553265,69.19345,64.06985,63.11549
16000,38.0563,48.772694,47.635223,64.93311,59.68658,58.729633
17000,46.818577,60.11294,57.2104,77.16286,71.0955,69.83931
18000,45.563507,54.277752,52.568333,73.863754,69.5662,68.326485
19000,40.21278,48.271305,48.250195,62.251423,57.255882,56.637306
20000,44.861385,53.11972,54.103752,68.984886,63.7775,64.67366
21000,44.674583,52.971912,52.25318,68.89177,62.954956,62.323025
22000,41.65961,53.671196,50.976875,70.99156,64.19692,63.887955
23000,50.688557,59.217606,56.07573,74.80579,74.14691,70.96462
24000,36.868046,41.646194,42.331047,54.742603,51.001507,52.59274
25000,35.680756,39.739616,42.798336,50.75061,46.87373,49.655914
26000,36.290966,46.242508,44.384144,57.82591,51.286274,51.032383
27000,51.521835,64.12832,59.6031,78.41079,73.0507,70.90633
28000,47.315266,56.974686,54.046894,69.234665,63.037853,62.690434
29000,45.964172,60.486145,57.569553,85.21119,79.112854,78.54511
